"Country or Area","Year","Value"
"Slovakia","1998","52.0999984741211"
"Slovakia","1997","52.5999984741211"
"Slovakia","1996","53.4000015258789"
"Slovakia","1995","52"
"Slovakia","1994","51.7000007629395"
"Slovakia","1993","54.5999984741211"
"Slovakia","1992","54.9000015258789"
"Slovakia","1991","55.5"
"Spain","2005","50.5"
"Spain","2004","49"
"Spain","2003","48.5"
"Spain","2002","47.4000015258789"
"Spain","2001","47"
"Spain","2000","45.9000015258789"
"Spain","1999","44.0999984741211"
"Spain","1998","42.0999984741211"
"Spain","1997","40.7999992370605"
"Spain","1996","39.9000015258789"
"Spain","1995","39.2999992370605"
"Spain","1994","38.7000007629395"
"Spain","1993","39.4000015258789"
"Spain","1992","41.5999984741211"
"Spain","1991","42.7999992370605"
"Sweden","2005","58"
"Sweden","2004","58.9000015258789"
"Sweden","2003","60"
"Sweden","2002","60.4000015258789"
"Sweden","2001","60.7000007629395"
"Sweden","2000","60"
"Sweden","1999","58.2000007629395"
"Sweden","1998","57.2999992370605"
"Sweden","1997","56.4000015258789"
"Sweden","1996","57.0999984741211"
"Sweden","1995","57.7999992370605"
"Sweden","1994","57.2000007629395"
"Sweden","1993","58"
"Sweden","1992","61.9000015258789"
"Sweden","1991","65"
"Switzerland","2005","65"
"Switzerland","2004","65.1999969482422"
"Switzerland","2003","65.1999969482422"
"Switzerland","2002","66.1999969482422"
"Switzerland","2001","66.5"
"Switzerland","2000","66.3000030517578"
"Switzerland","1999","65.9000015258789"
"Switzerland","1998","65.4000015258789"
"Switzerland","1997","64.9000015258789"
"Switzerland","1996","65.0999984741211"
"Switzerland","1995","65"
"Switzerland","1994","64.5999984741211"
"Switzerland","1993","64.3000030517578"
"Switzerland","1992","64.5999984741211"
"Switzerland","1991","65.4000015258789"
"Turkey","2005","46.7999992370605"
"Turkey","2004","46.9000015258789"
"Turkey","2003","43.5999984741211"
"Turkey","2002","44.7999992370605"
"Turkey","2001","46"
"Turkey","2000","47.2000007629395"
"Turkey","1999","49.2000007629395"
"Turkey","1998","49.7999992370605"
"Turkey","1997","49.7000007629395"
"Turkey","1996","51"
"Turkey","1995","50.7999992370605"
"Turkey","1994","50.7999992370605"
"Turkey","1993","48.2999992370605"
"Turkey","1992","52"
"Turkey","1991","53"
"United Kingdom","2005","59.0999984741211"
"United Kingdom","2004","59.0999984741211"
"United Kingdom","2003","59.2999992370605"
"United Kingdom","2002","59"
"United Kingdom","2001","59"
"United Kingdom","2000","58.9000015258789"
"United Kingdom","1999","58.4000015258789"
"United Kingdom","1998","57.9000015258789"
"United Kingdom","1997","57.5999984741211"
"United Kingdom","1996","56.7999992370605"
"United Kingdom","1995","56.4000015258789"
"United Kingdom","1994","55.9000015258789"
"United Kingdom","1993","55.5999984741211"
"United Kingdom","1992","56.4000015258789"
"United Kingdom","1991","57.9000015258789"
"United States","2005","62.7999992370605"
"United States","2004","62.5999984741211"
"United States","2003","61.7999992370605"
"United States","2002","62.2999992370605"
"United States","2001","63.2999992370605"
"United States","2000","64.0999984741211"
"United States","1999","64"
"United States","1998","63.7999992370605"
"United States","1997","63.5"
"United States","1996","62.9000015258789"
"United States","1995","62.5999984741211"
"United States","1994","62.2000007629395"
"United States","1993","61.4000015258789"
"United States","1992","61.0999984741211"
"United States","1991","61.2999992370605"
