"Country or Area","Year","Value"
"Germany","2002","140.226028521972"
"Germany","2001","143.583716755568"
"Germany","2000","141.294590561347"
"Germany","1999","145.030339615587"
"Germany","1998","151.19116988573"
"Germany","1997","155.123900310821"
"Germany","1996","159.125061618276"
"Germany","1995","155.501755554392"
"Germany","1994","156.725392117395"
"Germany","1993","161.483084730523"
"Germany","1992","161.643288920767"
"Germany","1991","168.225466745427"
"Germany","1990","180.362614999137"
"Greece","2005","95.3379559731289"
"Greece","2004","97.2797026624253"
"Greece","2003","99.8899468783357"
"Greece","2002","101.768659371794"
"Greece","2001","104.539283789207"
"Greece","2000","105.853963781697"
"Greece","1999","105.831249800314"
"Greece","1998","108.471589362203"
"Greece","1997","106.472759356366"
"Greece","1996","106.404270332226"
"Greece","1995","105.852917458901"
"Greece","1994","107.518642468588"
"Greece","1993","106.274844694141"
"Greece","1992","105.507589033252"
"Greece","1991","103.669047880657"
"Greece","1990","106.379192520452"
"Hungary","2005","161.761373241475"
"Hungary","2004","159.928528388463"
"Hungary","2003","167.516602212379"
"Hungary","2002","171.013230019592"
"Hungary","2001","175.7798324462"
"Hungary","2000","180.01016776092"
"Hungary","1999","191.702457085192"
"Hungary","1998","200.306381421981"
"Hungary","1997","213.449092178845"
"Hungary","1996","226.725103449914"
"Hungary","1995","225.17195157006"
"Hungary","1994","220.014915851376"
"Hungary","1993","233.658731061921"
"Hungary","1992","226.850920557617"
"Hungary","1991","241.253574391758"
"Hungary","1990","222.025218919838"
"Iceland","2005","344.541890847288"
"Iceland","2004","356.145970039278"
"Iceland","2003","370.996954601899"
"Iceland","2002","382.192612140063"
"Iceland","2001","378.253636332104"
"Iceland","2000","379.114996424934"
"Iceland","1999","376.689605789695"
"Iceland","1998","342.812032742829"
"Iceland","1997","342.006357191937"
"Iceland","1996","351.594412089124"
"Iceland","1995","345.70778014972"
"Iceland","1994","336.154141668581"
"Iceland","1993","347.053795051256"
"Iceland","1992","328.992816159649"
"Iceland","1991","320.002813935784"
"Iceland","1990","326.656529286552"
"Ireland","2005","97.0276541772934"
"Ireland","2004","101.462292119174"
"Ireland","2003","104.759391990258"
"Ireland","2002","113.284822422316"
"Ireland","2001","117.894861383556"
"Ireland","2000","116.77413590954"
"Ireland","1999","122.999017158617"
"Ireland","1998","131.731478474291"
"Ireland","1997","134.77298677169"
"Ireland","1996","140.81792447523"
"Ireland","1995","140.360788717381"
"Ireland","1994","157.174075437633"
"Ireland","1993","159.622999116284"
"Ireland","1992","160.285769680115"
"Ireland","1991","166.827664738854"
"Ireland","1990","168.890057998714"
"Italy","2005","113.867076645544"
"Italy","2004","112.498305868606"
"Italy","2003","112.533194676455"
"Italy","2002","108.212312141449"
"Italy","2001","108.462954840453"
"Italy","2000","110.178716041036"
"Italy","1999","111.931982981045"
"Italy","1998","112.568996134979"
"Italy","1997","111.026277193473"
"Italy","1996","111.578244327222"
"Italy","1995","112.639484324344"
"Italy","1994","106.644714542098"
"Italy","1993","110.295782059881"
"Italy","1992","109.863683789089"
"Italy","1991","111.412151998274"
"Italy","1990","110.239164564013"
"Japan","2005","137.060554332599"
"Japan","2004","140.147970884024"
"Japan","2003","139.411982247218"
"Japan","2002","142.632050832807"
"Japan","2001","142.889475910206"
"Japan","2000","145.387665018137"
"Japan","1999","147.307707667665"
"Japan","1998","145.030609511286"
"Japan","1997","143.911665926186"
"Japan","1996","144.487159806398"
"Japan","1995","144.414972285199"
"Japan","1994","143.928837776894"
"Japan","1993","138.028413326553"
"Japan","1992","137.509333715716"
"Japan","1991","135.84189298534"
"Japan","1990","138.686143750174"
"Luxembourg","2005","149.870370198799"
"Luxembourg","2004","152.681236868694"
"Luxembourg","2003","144.097407820409"
"Luxembourg","2002","138.460038022721"
"Luxembourg","2001","136.417235695728"
"Luxembourg","2000","134.343185597975"
"Luxembourg","1999","138.130577993844"
"Luxembourg","1998","142.46764290548"
"Luxembourg","1997","155.458442546508"
"Luxembourg","1996","166.674751428272"
"Luxembourg","1995","165.814591761222"
"Luxembourg","1994","189.163191036311"
"Luxembourg","1993","200.736482627114"
"Luxembourg","1992","206.528133897412"
"Luxembourg","1991","209.243529272286"
"Luxembourg","1990","212.902278653525"
"Netherlands","2005","145.405225960376"
"Netherlands","2004","148.213769377346"
"Netherlands","2003","148.890580379882"
"Netherlands","2002","145.178028544236"
"Netherlands","2001","143.998089089832"
"Netherlands","2000","142.773718199242"
"Netherlands","1999","144.229684879408"
"Netherlands","1998","152.622334010703"
"Netherlands","1997","157.97842856119"
"Netherlands","1996","167.806660408681"
"Netherlands","1995","166.348984676373"
"Netherlands","1994","168.26254036911"
"Netherlands","1993","172.046175378178"
"Netherlands","1992","172.30041941559"
"Netherlands","1991","177.026225102773"
"Netherlands","1990","171.574405643821"
"Norway","2005","146.167991807378"
"Norway","2004","132.074083595009"
"Norway","2003","131.723062343716"
"Norway","2002","123.038602495957"
"Norway","2001","131.733156067711"
"Norway","2000","130.970099997152"
"Norway","1999","140.759078556356"
"Norway","1998","136.623567096211"
"Norway","1997","135.107063856492"
"Norway","1996","134.420708467989"
"Norway","1995","145.209801040944"
"Norway","1994","149.03365275213"
"Norway","1993","159.496656417052"
"Norway","1992","154.357969172494"
"Norway","1991","157.21859714813"
"Norway","1990","157.054657219745"
"Poland","2005","179.974434638759"
"Poland","2004","184.11125711709"
"Poland","2003","193.243589802328"
"Poland","2002","195.703489181993"
"Poland","2001","200.469866023121"
"Poland","2000","201.50707749391"
"Poland","1999","218.776086572736"
"Poland","1998","235.347916104081"
"Poland","1997","264.314693855607"
"Poland","1996","286.561924604915"
"Poland","1995","292.510797315263"
"Poland","1994","302.96401550441"
"Poland","1993","334.263033068259"
"Poland","1992","333.502139665686"
"Poland","1991","347.699772901969"
"Poland","1990","326.561656918117"
"Portugal","2005","129.038174618003"
"Portugal","2004","126.69884197535"
"Portugal","2003","124.668204904063"
"Portugal","2002","127.000756377694"
"Portugal","2001","123.011632317742"
"Portugal","2000","124.790991088132"
"Portugal","1999","128.519559088462"
"Portugal","1998","124.32532825881"
"Portugal","1997","120.578932830356"
"Portugal","1996","119.359403399179"
"Portugal","1995","124.823812790672"
"Portugal","1994","122.185744167633"
"Portugal","1993","119.797478428567"
"Portugal","1992","119.413943588857"
"Portugal","1991","112.757774463612"
"Portugal","1990","116.410673044467"
"Slovakia","2005","220.114661895913"
"Slovakia","2004","227.229879267727"
"Slovakia","2003","243.404208402045"
"Slovakia","2002","255.066244845552"
"Slovakia","2001","263.327714308582"
"Slovakia","2000","259.448519530185"
"Slovakia","1999","259.981229812255"
"Slovakia","1998","259.523987272468"
"Slovakia","1997","277.812524824338"
"Slovakia","1996","293.113011153043"
"Slovakia","1995","312.043632793565"
"Slovakia","1994","323.56990929586"
"Slovakia","1993","349.512769924404"
"Slovakia","1992","342.720063930299"
"Slovakia","1991","338.048324289349"
"Slovakia","1990","321.833349483794"
"Spain","2005","123.09166382709"
"Spain","2004","124.931174060707"
"Spain","2003","123.322901866924"
"Spain","2002","122.903277944084"
"Spain","2001","122.616174363299"
"Spain","2000","123.946200570037"
"Spain","1999","124.018428974544"
"Spain","1998","123.895209032366"
"Spain","1997","123.238065230434"
"Spain","1996","120.3923185231"
"Spain","1995","124.975970437435"
"Spain","1994","122.654182615591"
"Spain","1993","118.777929910201"
"Spain","1992","122.289892989498"
"Spain","1991","120.917492187921"
"Spain","1990","119.29489629647"
"Sweden","2005","180.584443918672"
"Sweden","2004","189.410257162928"
"Sweden","2003","189.531164465557"
"Sweden","2002","197.262036390541"
"Sweden","2001","196.976633768669"
"Sweden","2000","187.445256136132"
"Sweden","1999","206.097730596706"
"Sweden","1998","219.375839108115"
"Sweden","1997","223.148896139219"
"Sweden","1996","234.230855096684"
"Sweden","1995","232.111506121503"
"Sweden","1994","238.254096606582"
"Sweden","1993","231.57357071617"
"Sweden","1992","226.340543359095"
"Sweden","1991","233.858066086449"
"Sweden","1990","224.238673409065"
"Switzerland","2005","103.774990757796"
"Switzerland","2004","105.703180419371"
"Switzerland","2003","107.075332914385"
"Switzerland","2002","106.512859960945"
"Switzerland","2001","110.438186315989"
"Switzerland","2000","105.471808993026"
"Switzerland","1999","110.245546810275"
"Switzerland","1998","111.79933403152"
"Switzerland","1997","113.364505919051"
"Switzerland","1996","112.884578124785"
"Switzerland","1995","111.369999041482"
"Switzerland","1994","113.107626959977"
"Switzerland","1993","112.717848178946"
"Switzerland","1992","114.976410482504"
"Switzerland","1991","113.698765663797"
"Switzerland","1990","111.834168151874"
"Turkey","2005","151.860371736044"
"Turkey","2004","156.752247561868"
"Turkey","2003","164.264426096566"
"Turkey","2002","165.85802521512"
"Turkey","2001","169.052736744772"
"Turkey","2000","169.634728706943"
"Turkey","1999","167.772261951398"
"Turkey","1998","162.720093316566"
"Turkey","1997","164.894135143734"
"Turkey","1996","168.195188396471"
"Turkey","1995","165.321653094028"
"Turkey","1994","161.841223763203"
"Turkey","1993","155.075283799746"
"Turkey","1992","157.954603432501"
"Turkey","1991","162.383061868596"
"Turkey","1990","165.79346749448"
"United Kingdom","2005","123.813363700939"
"United Kingdom","2004","125.951897759193"
"United Kingdom","2003","129.430280322352"
"United Kingdom","2002","130.759502643649"
"United Kingdom","2001","136.932978362536"
"United Kingdom","2000","139.72384235516"
"United Kingdom","1999","143.643554716787"
"United Kingdom","1998","147.121349696285"
"United Kingdom","1997","149.961553530983"
"United Kingdom","1996","158.58352902366"
"United Kingdom","1995","156.214115008519"
"United Kingdom","1994","160.137916664344"
"United Kingdom","1993","165.773166759274"
"United Kingdom","1992","167.698243078949"
"United Kingdom","1991","168.309093663422"
"United Kingdom","1990","161.040543852926"
"United States","2005","188.764707075947"
"United States","2004","193.885912870331"
"United States","2003","197.527147046814"
"United States","2002","203.133276092118"
"United States","2001","203.696748557062"
"United States","2000","209.505097201338"
"United States","1999","211.210864354197"
"United States","1998","215.081026103392"
"United States","1997","222.121615489334"
"United States","1996","229.834526025955"
"United States","1995","232.495600208158"
"United States","1994","235.355603068974"
"United States","1993","240.094205173613"
"United States","1992","241.590044913243"
"United States","1991","244.81289964915"
"United States","1990","242.307223396152"
