"Country or Area","Year","Value","Value Footnotes"
"Portugal","1993","8",""
"Portugal","1992","8",""
"Portugal","1991","8",""
"Portugal","1990","8",""
"Slovakia","2004","4",""
"Slovakia","2003","4",""
"Slovakia","2002","4",""
"Slovakia","2001","3",""
"Slovakia","2000","3",""
"Slovakia","1999","3",""
"Slovakia","1998","3",""
"Slovakia","1997","3",""
"Slovakia","1996","3",""
"Slovakia","1995","3",""
"Slovakia","1994","3",""
"Slovakia","1993","3",""
"Slovakia","1992","3",""
"Slovakia","1991","3",""
"Slovakia","1990","3",""
"Spain","2004","7",""
"Spain","2003","7",""
"Spain","2002","7",""
"Spain","2001","7",""
"Spain","2000","7",""
"Spain","1999","7",""
"Spain","1998","7",""
"Spain","1997","7",""
"Spain","1996","7",""
"Spain","1995","7",""
"Spain","1994","7",""
"Spain","1993","7",""
"Spain","1992","7",""
"Spain","1991","7",""
"Spain","1990","7",""
"Sweden","2004","5",""
"Sweden","2003","5",""
"Sweden","2002","5",""
"Sweden","2001","5",""
"Sweden","2000","5",""
"Sweden","1999","4",""
"Sweden","1998","4",""
"Sweden","1997","4",""
"Sweden","1996","4",""
"Sweden","1995","4",""
"Sweden","1994","4",""
"Sweden","1993","4",""
"Sweden","1992","4",""
"Sweden","1991","4",""
"Sweden","1990","4",""
"Switzerland","2004","9",""
"Switzerland","2003","8",""
"Switzerland","2002","9",""
"Switzerland","2001","8",""
"Switzerland","2000","9",""
"Switzerland","1999","8",""
"Switzerland","1998","8",""
"Switzerland","1997","8",""
"Switzerland","1996","8",""
"Switzerland","1995","8",""
"Switzerland","1994","8",""
"Switzerland","1993","8",""
"Switzerland","1992","8",""
"Switzerland","1991","8",""
"Switzerland","1990","8",""
"Turkey","2004","6",""
"Turkey","2003","6",""
"Turkey","2002","6",""
"Turkey","2001","6",""
"Turkey","2000","6",""
"Turkey","1999","6",""
"Turkey","1998","6",""
"Turkey","1997","6",""
"Turkey","1996","6",""
"Turkey","1995","6",""
"Turkey","1994","6",""
"Turkey","1993","6",""
"Turkey","1992","6",""
"Turkey","1991","6",""
"Turkey","1990","6",""
"United Kingdom","2004","7",""
"United Kingdom","2003","7",""
"United Kingdom","2002","7",""
"United Kingdom","2001","7",""
"United Kingdom","2000","7",""
"United Kingdom","1999","7",""
"United Kingdom","1998","6",""
"United Kingdom","1997","6",""
"United Kingdom","1996","6",""
"United Kingdom","1995","6",""
"United Kingdom","1994","6",""
"United Kingdom","1993","6",""
"United Kingdom","1992","6",""
"United Kingdom","1991","6",""
"United Kingdom","1990","6",""
"United States","2004","5",""
"United States","2003","5",""
"United States","2002","4",""
"United States","2001","4",""
"United States","2000","4",""
"United States","1999","4",""
"United States","1998","4",""
"United States","1997","4",""
"United States","1996","4",""
"United States","1995","4",""
"United States","1994","4",""
"United States","1993","4",""
"United States","1992","4",""
"United States","1991","4",""
"United States","1990","4",""
